,ncesdistid,div_num,fips,lea_name_19_20,students_19_20,teachers_19_20,schools_19_20,locale_19_20,student_teacher_ratio_19_20,inexperienced_teachers_19_20,out_of_field_teachers_19_20,student_psychologists_ratio_19_20,student_support_staff_ratio_19_20,student_counselors_ratio_19_20,student_librarians_media_specialists_ratio_19_20,percent_title1_schools_19_20,dist_pp_19,student_white 19_20,student_white_20_21,disadv_native_19_20,disadv_asian_19_20,disadv_black_19_20,disadv_hisp_19_20,disadv_api_19_20,disadv_multi_19_20,disadv_white_19_20,disadv_native_20_21,disadv_asian_20_21,disadv_api_19_20.1,disadv_multi_19_20.1,disadv_white_19_20.1,disadv_native_20_21.1,disadv_asian_20_21.1,disadv_black_20_21,disadv_hisp_20_21,disadv_api_20_21,disadv_multi_20_21,disadv_white_20_21,2016allgrad,2016asiangrad,2016blackgrad,2016hispanicgrad,2016whitegrad,2017allgrad,2017asiangrad,2017blackgrad,2017hispanicgrad,2017whitegrad,2018allgrad,2018asiangrad,2018blackgrad,2018hispanicgrad,2018whitegrad,2019allgrad,2019asiangrad,2019blackgrad,2019hispanicgrad,2019whitegrad,2020allgrad,2020asiangrad,2020blackgrad,2020hispanicgrad,2020whitegrad,2016alldrop,2016asiandrop,2016blackdrop,2016hispanicdrop,2016whitedrop,2017alldrop,2017asiandrop,2017blackdrop,2017hispanicdrop,2017whitedrop,2018alldrop,2018asiandrop,2018blackdrop,2018hispanicdrop,2018whitedrop,2019alldrop,2019asiandrop,2019blackdrop,2019hispanicdrop,2019whitedrop,2020alldrop,2020asiandrop,2020blackdrop,2020hispanicdrop,2020whitedrop,adult_earn_low,adult_earn_mid,adult_earn_high,total_poverty,tot_pop_hisp,tot_pop_hisp,tot_pop_black,tot_pop_native,tot_pop_asian,tot_pop_api,tot_pop_other,tot_pop_multi,hosps_2021_05,tot_hosps_proportion,deaths_2021_05,tot_deaths_proportion,cases_2021_05,tot_cases_proportion,1920_enrollrate,2021_enrollrate,LAT,LON,student_bipoc_1920,student_bipoc_2021
51,5101710,39,51-079,GREENE CO PBLC SCHS,2976,188.5,7,Town,15.8,0.04,0.062,992.0,82.9,198.4,372.0,0.286,11089.8,0.71875,0.701161202,0.0,0.018837019,0.097461097,0.155610156,0.0,0.121212121,0.606879607,0.0,0.018691589,0.0,0.121212121,0.606879607,0.0,0.018691589,0.098490295,0.156002876,0.0,0.121495327,0.605319914,0.93,,0.91,0.83,0.95,0.95,,1.0,0.95,0.95,0.95,,1.0,0.88,0.95,0.92,,0.78,0.71,0.95,0.94,,0.77,0.91,0.95,0.06,,0.09,0.17,0.04,0.01,,0.0,0.0,0.02,0.02,,0.0,0.0,0.02,0.02,,0.11,0.0,0.01,0.04,,0.15,0.09,0.03,0.133,0.5720000000000001,0.295,0.064,5.9,82.6,5.2,0.2,1.7,0.0,0.4,4.0,70.0,0.012330456,18.0,0.007722008,1280.0,0.001907163,0.263529412,0.294193548,38.2968,-78.4411,0.281250001,0.298838797
52,5101740,40,51-081,GREENSVILLE CO PBLC SCHS,2223,188.8,4,Town,11.8,0.067,0.129,2223.0,741.0,185.2,300.4,0.5,11545.75,0.177237967,0.156761816,0.0,0.009957326,0.823613087,0.049786629,0.0,0.028449502,0.088193457,0.0,0.017487047,0.0,0.028449502,0.088193457,0.0,0.017487047,0.810880829,0.056994819,0.0,0.025906736,0.08873057,0.85,,0.85,,0.87,0.84,,0.84,,0.9,0.89,,0.86,,0.95,0.87,,0.85,,0.9,0.94,,0.94,,0.98,0.07,,0.08,,0.04,0.08,,0.07,,0.03,0.09,,0.11,,0.05,0.09,,0.1,,0.1,0.05,,0.06,,0.0,0.252,0.638,0.11,0.153,2.5,36.4,58.7,0.1,0.1,0.0,0.0,2.3,54.0,0.009512066,25.0,0.010725011,1581.0,0.002355644,0.408219178,0.559105431,36.69926,-77.536518,0.8227620330000001,0.843238185
53,5101770,41,51-083,HALIFAX CO PBLC SCHS,4896,421.7,11,Town,11.6,0.048,0.101,2448.0,116.0,202.3,604.4,0.636,11586.11111,0.49877451,0.496695801,0.0,0.003642987,0.545355191,0.04007286,0.0,0.049544627,0.361384335,0.0,0.004100041,0.0,0.049544627,0.361384335,0.0,0.004100041,0.553095531,0.039770398,0.0,0.048380484,0.354653547,0.93,,0.91,0.92,0.96,0.91,,0.9,0.58,0.94,0.95,,0.92,0.92,0.97,0.93,,0.92,1.0,0.94,0.93,,0.92,0.86,0.94,0.04,,0.05,0.08,0.03,0.06,,0.06,0.42,0.03,0.02,,0.04,0.08,0.01,0.05,,0.06,0.0,0.04,0.04,,0.04,0.07,0.03,0.203,0.636,0.161,0.139,2.1,59.7,34.6,0.3,0.8,0.0,0.0,2.6,79.0,0.013915801,78.0,0.033462033,2813.0,0.004191288,0.216010165,0.25170068,36.768055,-78.923582,0.50122549,0.503304199
54,5101800,112,51-650,HAMPTON CITY PBLC SCHS,19589,1378.5,33,City,14.2,0.077,0.011,2880.7,102.6,175.5,495.9,0.424,10910.62069,0.230985197,0.217373212,4.92e-07,0.013984462,0.66936737,0.066259711,0.001664817,0.086126526,0.158601554,0.003634277,0.014824024,0.001664817,0.086126526,0.158601554,0.003634277,0.014824024,0.677218822,0.067903596,0.002295333,0.084544759,0.149579189,0.91,0.94,0.91,0.87,0.89,0.91,1.0,0.92,0.97,0.88,0.93,0.94,0.92,0.96,0.92,0.93,1.0,0.93,0.97,0.91,0.96,1.0,0.96,0.98,0.96,0.03,0.06,0.03,0.0,0.02,0.02,0.0,0.03,0.0,0.02,0.02,0.0,0.02,0.0,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.17800000000000002,0.589,0.23399999999999999,0.152,5.8,38.2,49.2,0.4,2.4,0.1,0.4,3.6,386.0,0.067993659,178.0,0.076362076,10506.0,0.015653635,0.30091417,0.353549089,37.0251,-76.3478,0.769014802,0.782626788
55,5101830,42,51-085,HANOVER CO PBLC SCHS,17541,1153.5,25,Suburb,15.2,0.024,0.026,1754.1,92.5,171.3,565.8,0.08,10507.28571,0.775782453,0.765603245,2.05076e-06,0.023978468,0.202104233,0.133349645,0.0,0.076094935,0.561047223,0.003236994,0.029364162,0.0,0.076094935,0.561047223,0.003236994,0.029364162,0.193526012,0.136416185,0.0,0.072369942,0.565086705,0.95,1.0,0.92,0.85,0.96,0.95,0.95,0.96,0.8,0.96,0.95,0.97,0.91,0.84,0.96,0.95,0.96,0.95,0.91,0.95,0.96,0.93,0.96,0.91,0.96,0.03,0.0,0.05,0.13,0.02,0.03,0.05,0.03,0.15,0.02,0.03,0.03,0.06,0.13,0.02,0.02,0.04,0.03,0.05,0.02,0.02,0.04,0.01,0.07,0.02,0.10400000000000001,0.466,0.431,0.053,3.0,83.8,8.9,0.3,1.5,0.0,0.3,2.2,284.0,0.050026422,158.0,0.067782068,8165.0,0.012165613,0.278358651,0.295261742,37.7683,-77.4749,0.224217548,0.234396754
56,5101860,113,51-660,HARRISONBURG CITY PBLC SCHS,6611,482.1,10,City,13.7,0.124,0.04,1322.2,149.2,194.4,413.2,0.6,12046.66667,0.329653712,0.316687154,0.0,0.019594441,0.118705856,0.593984962,0.0,0.038505354,0.229209387,0.0,0.019580742,0.0,0.038505354,0.229209387,0.0,0.019580742,0.117945174,0.596867081,0.0,0.041004377,0.224602626,0.89,0.94,0.92,0.89,0.91,0.87,1.0,0.89,0.81,0.92,0.88,1.0,0.92,0.81,0.95,0.89,0.95,0.9,0.8,0.96,0.88,1.0,0.92,0.82,0.94,0.06,0.0,0.02,0.09,0.06,0.09,0.0,0.06,0.15,0.05,0.09,0.0,0.04,0.17,0.03,0.09,0.0,0.08,0.16,0.04,0.09,0.0,0.02,0.16,0.03,0.22899999999999998,0.557,0.215,0.28300000000000003,19.7,66.1,6.5,0.0,3.8,0.0,0.4,3.4,188.0,0.033116082,95.0,0.040755041,6492.0,0.009672892,0.296129032,0.285121107,38.450096,-78.868542,0.6703462899999999,0.683312846
57,5101890,43,51-087,HENRICO CO PBLC SCHS,51786,3030.6,81,Suburb,17.1,0.026,0.004,1618.3,82.9,186.8,398.4,0.259,9805.283582,0.366604874,0.35052101,4.92e-08,0.064317015,0.53531546,0.169014748,0.00108373,0.046082081,0.181972388,0.002283105,0.06467334,0.00108373,0.046082081,0.181972388,0.002283105,0.06467334,0.543774148,0.161573586,0.001097647,0.044827889,0.181770285,0.91,0.94,0.9,0.8,0.93,0.91,0.95,0.9,0.78,0.94,0.92,0.96,0.92,0.81,0.94,0.91,0.96,0.89,0.72,0.95,0.91,0.98,0.89,0.72,0.95,0.06,0.04,0.07,0.17,0.04,0.06,0.03,0.07,0.19,0.04,0.05,0.04,0.06,0.16,0.04,0.07,0.03,0.08,0.24,0.03,0.07,0.02,0.07,0.26,0.03,0.126,0.511,0.36200000000000004,0.091,5.6,53.1,29.5,0.2,8.3,0.0,0.3,3.1,1063.0,0.187246785,616.0,0.264264264,25433.0,0.037894433,0.332860813,0.338446088,37.5416,-77.3823,0.633395125,0.6494789900000001
58,5101920,44,51-089,HENRY CO PBLC SCHS,7381,475.2,13,Rural,15.5,0.037,0.019,1845.2,277.5,182.7,388.5,0.692,9566.692308,0.557106083,0.541935484,0.0,0.003992547,0.229438382,0.18818206,0.0,0.082246473,0.496140538,0.0,0.003743566,0.0,0.082246473,0.496140538,0.0,0.003743566,0.247543285,0.184838559,0.0,0.087271876,0.476602714,0.91,,0.92,0.87,0.92,0.87,,0.84,0.95,0.86,0.88,,0.89,0.93,0.87,0.9,,0.93,0.93,0.89,0.9,,0.94,0.93,0.9,0.05,,0.05,0.13,0.04,0.08,,0.11,0.03,0.08,0.08,,0.08,0.04,0.08,0.06,,0.06,0.03,0.07,0.05,,0.03,0.05,0.06,0.265,0.594,0.141,0.18100000000000002,5.5,69.8,22.2,0.1,0.6,0.0,0.1,1.6,362.0,0.063766074,124.0,0.053196053,4614.0,0.006874726,0.309994353,0.327543424,36.741351,-79.893382,0.44289391699999997,0.4580645159999999
59,5101950,45,51-091,HIGHLAND CO PBLC SCHS,218,22.8,2,Rural,9.5,0.067,0.4,inf,87.2,,109.0,1.0,18850.5,0.972477064,0.967391304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,0.82,,,,0.82,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,0.0,,,,0.0,0.12,,,,0.12,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.162,0.6509999999999999,0.18899999999999997,0.10099999999999999,0.0,99.3,0.0,0.1,0.0,0.0,0.0,0.5,1.0,0.000176149,1.0,0.000429,109.0,0.000162407,0.347826087,0.45,38.4072,-79.5792,0.027522936,0.032608695
60,5101980,114,51-670,HOPEWELL CITY PBLC SCHS,4283,318.9,7,Suburb,13.4,0.073,0.073,4283.0,121.7,194.7,382.4,0.571,11959.2,0.242120009,0.228901462,1.92655e-05,0.009586276,0.665993946,0.093340061,0.0,0.00605449,0.217457114,0.006469761,0.009563994,0.0,0.00605449,0.217457114,0.006469761,0.009563994,0.626722926,0.110829817,0.0,0.019690577,0.226722926,0.85,,0.84,0.91,0.88,0.85,,0.85,0.86,0.85,0.91,,0.91,0.88,0.93,0.86,,0.88,0.86,0.83,0.8,,0.78,0.86,0.84,0.11,,0.12,0.09,0.1,0.13,,0.13,0.14,0.11,0.05,,0.06,0.0,0.04,0.08,,0.05,0.05,0.12,0.07,,0.05,0.14,0.08,0.25,0.574,0.17800000000000002,0.23600000000000002,7.9,46.5,42.2,0.1,1.4,0.0,0.1,1.8,108.0,0.019024132,75.0,0.032175032,2601.0,0.003875415,0.410891089,0.487847222,37.30057,-77.296766,0.757879991,0.771098538
61,5102010,46,51-093,ISLE OF WIGHT CO PBLC SCHS,5630,370.0,9,Rural,15.2,0.041,0.044,2815.0,93.1,165.6,552.0,0.333,10453.44444,0.626642984,0.611378799,0.0,0.014917421,0.445391582,0.05594033,0.0,0.058071391,0.425679275,0.0,0.011855365,0.0,0.058071391,0.425679275,0.0,0.011855365,0.436870184,0.049199763,0.0,0.068761114,0.433313574,0.93,,0.9,1.0,0.93,0.94,,0.9,0.94,0.96,0.96,,0.94,0.91,0.97,0.93,,0.93,1.0,0.93,0.93,,0.91,0.89,0.94,0.04,,0.07,0.0,0.03,0.03,,0.05,0.06,0.02,0.02,,0.03,0.09,0.02,0.04,,0.05,0.0,0.04,0.04,,0.05,0.11,0.03,0.11900000000000001,0.493,0.38799999999999996,0.105,3.1,70.7,22.2,0.4,0.9,0.1,0.0,2.8,150.0,0.026422406,68.0,0.029172029,3147.0,0.004688939,0.271784232,0.317614424,36.974567,-76.648393,0.37335701599999993,0.38862120099999997
62,5102100,48,51-099,KING GEO CO PBLC SCHS,4518,282.4,5,Town,16.0,0.032,0.073,2259.0,142.1,204.4,868.8,0.6,9927.0,0.662461266,0.650919246,0.0,0.0,0.290836653,0.090305445,0.0,0.120185923,0.498671979,0.0,0.0,0.0,0.120185923,0.498671979,0.0,0.0,0.296733212,0.08892922,0.0,0.146098004,0.468239564,0.95,,0.93,1.0,0.96,0.94,,0.93,0.9,0.96,0.95,,0.92,1.0,0.96,0.94,,0.98,1.0,0.93,0.95,,0.89,1.0,0.96,0.04,,0.05,0.0,0.03,0.04,,0.04,0.05,0.02,0.04,,0.06,0.0,0.03,0.03,,0.0,0.0,0.04,0.03,,0.08,0.0,0.02,0.125,0.436,0.43799999999999994,0.051,5.4,73.4,16.2,0.1,1.3,0.0,0.1,3.3,55.0,0.009688216,20.0,0.008580009,1725.0,0.0025702,0.346652268,0.347150259,38.2696,-77.1908,0.337538735,0.34908075400000005
63,5102120,50,51-101,KING WILLIAM CO PBLC SCHS,2188,143.3,4,Rural,15.3,0.038,0.006,2188.0,312.6,182.3,683.8,0.25,11267.5,0.75,0.753861485,0.000448404,0.0,0.325878594,0.062300319,0.0,0.079872204,0.514376997,0.016806723,0.0,0.0,0.079872204,0.514376997,0.016806723,0.0,0.292717087,0.058823529,0.0,0.078431373,0.553221289,0.89,,0.83,,0.91,0.92,,0.96,,0.91,0.9,,0.97,,0.9,0.95,,0.88,,0.96,0.91,,0.88,,0.92,0.11,,0.17,,0.09,0.06,,0.04,,0.06,0.06,,0.0,,0.07,0.03,,0.04,,0.03,0.05,,0.03,,0.05,0.141,0.604,0.255,0.084,2.6,76.8,16.1,0.8,1.2,0.0,0.0,2.5,48.0,0.00845517,12.0,0.005148005,1226.0,0.001826704,0.282706767,0.268370607,37.695374,-77.034736,0.25,0.246138516
64,5102070,49,51-097,KING AND QUEEN CO PBLC SCHS,833,56.5,3,Rural,14.7,0.145,0.101,1666.0,94.7,138.8,208.2,0.667,13361.33333,0.527010804,0.565714286,0.0,0.0,0.396181384,0.059665871,0.0,0.114558473,0.429594272,0.0,0.0,0.0,0.114558473,0.429594272,0.0,0.0,0.328798186,0.040816327,0.0,0.129251701,0.501133787,0.82,,0.81,,0.83,0.74,,0.81,,0.7,0.87,,,,0.79,0.94,,1.0,,0.88,0.93,,1.0,,0.88,0.1,,0.1,,0.1,0.11,,0.06,,0.15,0.11,,,,0.17,0.0,,0.0,,0.0,0.02,,0.0,,0.06,0.125,0.63,0.245,0.124,3.2,66.2,26.2,0.0,0.0,0.0,0.0,4.4,27.0,0.004756033,8.0,0.003432003,400.0,0.000595988,0.234177215,0.26119403,37.669103,-76.876993,0.47298919500000003,0.434285713
65,5102160,51,51-103,LANCASTER CO PBLC SCHS,1079,82.8,3,Rural,13.0,0.074,0.074,1079.0,56.8,107.9,245.2,0.333,13176.0,0.366079703,0.359960552,0.0,0.0,0.733637747,0.0,0.0,0.056316591,0.210045662,0.0,0.0,0.0,0.056316591,0.210045662,0.0,0.0,0.729569094,0.0,0.0,0.052005944,0.218424963,0.9,,0.89,,0.91,0.87,,0.86,,0.88,0.89,,0.85,,0.9,0.84,,0.86,,0.79,0.91,,0.93,,0.88,0.08,,0.09,,0.07,0.13,,0.14,,0.12,0.09,,0.13,,0.08,0.09,,0.06,,0.14,0.06,,0.07,,0.08,0.19399999999999998,0.544,0.261,0.098,0.6,67.5,30.8,0.0,0.8,0.0,0.0,0.2,25.0,0.004403734,16.0,0.006864007,714.0,0.001063839,0.283489097,0.3089701,37.6907,-76.4134,0.6339202970000001,0.640039449
66,5102190,52,51-105,LEE CO PBLC SCHS,3192,262.9,11,Rural,12.1,0.051,0.086,3192.0,99.8,133.0,336.0,0.727,11150.6,0.96585213,0.964566929,0.0,0.0,0.0,0.01147343,0.0,0.009661836,0.978864734,0.0,0.0,0.0,0.009661836,0.978864734,0.0,0.0,0.0,0.01208865,0.0,0.010745467,0.977165883,0.85,,,,0.85,0.77,,,,0.77,0.84,,,,0.84,0.85,,,,0.85,0.88,,,,0.87,0.08,,,,0.08,0.18,,,,0.18,0.09,,,,0.09,0.09,,,,0.09,0.07,,,,0.08,0.244,0.606,0.149,0.255,2.0,92.9,3.9,0.2,0.3,0.0,0.1,0.7,110.0,0.019376431,48.0,0.020592021,2429.0,0.00361914,0.359778598,0.369202226,36.690453,-83.112384,0.034147869,0.035433072
67,5102220,137,51-678,LEXINGTON CITY PBLC SCHS,503,38.1,2,Town,13.2,0.045,0.0,inf,201.2,125.8,5030.0,0.5,10633.5,0.791252485,0.774193548,0.0,0.0,0.188976378,0.165354331,0.0,0.0,0.645669291,0.0,0.0,0.0,0.0,0.645669291,0.0,0.0,0.173553719,0.157024793,0.0,0.0,0.669421488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,0.457,0.27,0.27399999999999997,6.1,79.1,8.7,0.0,3.5,0.0,0.2,2.5,26.0,0.004579884,32.0,0.013728014,1207.0,0.001798395,0.0,0.0,37.78635,-79.435081,0.208747517,0.225806453
68,5102250,53,51-107,LOUDOUN CO PBLC SCHS,83606,5995.1,94,Suburb,13.9,0.05,0.019,1520.1,62.3,153.4,269.3,0.085,15336.44444,0.461451396,0.438655173,2.99e-07,0.130880687,0.111919385,0.54522688,0.001192535,0.031125157,0.171247988,0.007813404,0.139830999,0.001192535,0.031125157,0.171247988,0.007813404,0.139830999,0.112860285,0.526507698,0.001041787,0.034205348,0.177740479,0.96,0.98,0.96,0.86,0.98,0.96,0.99,0.95,0.85,0.98,0.96,0.99,0.97,0.84,0.98,0.95,0.99,0.96,0.8,0.98,0.97,0.99,0.97,0.89,0.99,0.03,0.0,0.02,0.11,0.01,0.03,0.0,0.03,0.12,0.01,0.03,0.01,0.01,0.14,0.01,0.03,0.01,0.01,0.15,0.01,0.02,0.0,0.02,0.1,0.0,0.071,0.3,0.629,0.034,13.6,56.1,7.3,0.2,18.5,0.1,0.4,3.8,1065.0,0.187599084,277.0,0.118833119,27846.0,0.041489733,0.279609544,0.268212735,39.0334,-77.5174,0.5385486049999999,0.561344827
69,5102280,54,51-109,LOUISA CO PBLC SCHS,4987,366.1,6,Rural,13.6,0.05,0.014,1108.2,74.5,216.8,412.1,0.667,11592.0,0.696611189,0.697030498,0.0,0.0,0.219941349,0.085043988,0.0,0.11353163,0.581483033,0.0,0.005156684,0.0,0.11353163,0.581483033,0.0,0.005156684,0.216184054,0.085680286,0.0,0.113843713,0.579135264,0.93,,0.94,0.91,0.93,0.92,,0.94,,0.91,0.94,,0.97,1.0,0.94,0.91,,0.92,0.81,0.91,0.94,,0.93,0.95,0.94,0.05,,0.02,0.09,0.06,0.06,,0.03,,0.06,0.04,,0.01,0.0,0.05,0.02,,0.02,0.0,0.03,0.02,,0.03,0.0,0.03,0.19899999999999998,0.5479999999999999,0.254,0.11800000000000001,2.9,78.0,14.7,0.2,0.6,0.0,0.0,3.5,110.0,0.019376431,32.0,0.013728014,1984.0,0.002956102,0.334555454,0.321428571,38.021,-77.9227,0.303388811,0.302969502
70,5102310,55,51-111,LUNENBURG CO PBLC SCHS,1590,116.5,4,Rural,13.7,0.049,0.063,inf,119.5,198.8,397.5,0.5,6476.5,0.489937107,0.493834772,0.0,0.0,0.414512923,0.172962227,0.0,0.06361829,0.348906561,0.0,0.0,0.0,0.06361829,0.348906561,0.0,0.0,0.404761905,0.147869674,0.0,0.068922306,0.378446115,0.82,,0.87,,0.77,0.88,,0.84,,0.91,0.8,,0.66,,0.85,0.91,,0.97,,0.91,0.86,,0.91,,0.87,0.11,,0.06,,0.17,0.09,,0.11,,0.09,0.15,,0.24,,0.11,0.05,,0.0,,0.05,0.08,,0.07,,0.06,0.253,0.616,0.131,0.16399999999999998,5.0,59.4,31.1,0.0,2.8,0.0,0.0,1.8,26.0,0.004579884,13.0,0.005577006,773.0,0.001151748,0.298050139,0.347181009,36.966652,-78.15579,0.5100628930000001,0.506165228
71,5102340,115,51-680,LYNCHBURG CITY PBLC SCHS,8197,600.6,18,City,13.6,0.062,0.046,1639.4,341.5,185.9,236.2,0.611,11551.25,0.326171401,0.313528451,1.41031e-06,0.015492667,0.649659161,0.063416649,0.0,0.103284445,0.164841975,0.002378893,0.014057093,0.0,0.103284445,0.164841975,0.002378893,0.014057093,0.650519031,0.061202422,0.0,0.101643599,0.170198962,0.86,,0.8,0.79,0.93,0.86,1.0,0.8,0.61,0.95,0.86,1.0,0.85,0.78,0.88,0.84,,0.8,0.65,0.9,0.85,1.0,0.84,0.62,0.9,0.08,,0.11,0.16,0.04,0.09,0.0,0.12,0.35,0.04,0.09,0.0,0.08,0.19,0.09,0.09,,0.1,0.35,0.07,0.1,0.0,0.1,0.36,0.07,0.23800000000000002,0.578,0.185,0.195,4.2,62.3,28.4,0.2,2.4,0.0,0.3,2.2,337.0,0.059362339,151.0,0.064779065,7866.0,0.011720112,0.177121771,0.189802632,37.4132,-79.1436,0.6738286,0.686471549
72,5102370,56,51-113,MADISON CO PBLC SCHS,1659,122.9,4,Rural,13.5,0.07,0.126,1659.0,110.6,165.9,414.8,0.5,11548.0,0.809385863,0.801677651,0.0,0.0,0.129213483,0.043539326,0.0,0.109550562,0.717696629,0.0,0.0,0.0,0.109550562,0.717696629,0.0,0.0,0.1325,0.04,0.0,0.10375,0.72375,0.96,,,,0.96,0.94,,,,0.94,0.95,,1.0,,0.95,0.93,,0.91,,0.93,0.95,,0.81,,0.97,0.01,,,,0.02,0.03,,,,0.03,0.0,,0.0,,0.0,0.03,,0.09,,0.03,0.03,,0.19,,0.01,0.155,0.5820000000000001,0.263,0.066,2.9,84.6,8.3,0.0,0.8,0.0,0.1,3.3,21.0,0.003699137,16.0,0.006864007,620.0,0.000923782,0.338902148,0.275119617,38.3705,-78.2635,0.19061413600000002,0.198322348
73,5102390,144,51-685,MANASSAS PARK CITY PBLC SCHS,3640,260.1,4,Suburb,14.0,0.128,0.021,3640.0,227.5,182.0,520.0,0.5,10193.5,0.145564405,0.130857143,0.0,0.028317152,0.052993528,0.802588997,0.0,0.040857605,0.075242718,0.0,0.029033793,0.0,0.040857605,0.075242718,0.0,0.029033793,0.050928129,0.811994288,0.0,0.044264636,0.063779153,0.86,1.0,0.86,0.81,0.92,0.91,1.0,0.96,0.88,0.92,0.89,0.95,0.94,0.84,0.98,0.89,0.95,1.0,0.84,0.94,0.85,1.0,0.97,0.8,0.94,0.11,0.0,0.05,0.16,0.07,0.07,0.0,0.0,0.11,0.05,0.1,0.05,0.03,0.15,0.0,0.09,0.0,0.0,0.15,0.04,0.13,0.0,0.0,0.19,0.06,0.113,0.526,0.361,0.064,39.7,33.1,12.8,0.0,11.1,0.0,1.4,1.9,69.0,0.012154307,12.0,0.005148005,1219.0,0.001816275,0.379807692,0.437299035,38.766726,-77.442257,0.854435595,0.869142858
74,5102360,143,51-683,MANASSAS CITY PBLC SCHS,7789,515.6,11,Suburb,15.1,0.055,0.054,1112.7,239.7,165.7,268.6,0.455,12782.11111,0.139555784,0.132640989,1.97065e-06,0.018168948,0.091080698,0.798253893,0.0,0.038933459,0.050023596,0.00308642,0.025813692,0.0,0.038933459,0.050023596,0.00308642,0.025813692,0.09006734,0.782267116,0.0,0.038720539,0.060044893,0.8,0.92,0.81,0.71,0.93,0.79,0.96,0.74,0.71,0.91,0.78,0.96,0.83,0.72,0.91,0.78,0.97,0.85,0.7,0.92,0.77,1.0,0.82,0.73,0.89,0.09,0.08,0.03,0.15,0.01,0.12,0.0,0.12,0.19,0.03,0.14,0.04,0.09,0.2,0.03,0.16,0.03,0.1,0.22,0.03,0.18,0.0,0.11,0.23,0.04,0.141,0.506,0.354,0.08,36.6,40.8,13.2,0.4,5.1,0.1,0.3,3.4,173.0,0.030473842,47.0,0.02016302,4309.0,0.006420285,0.182843472,0.208888889,38.76571,-77.457701,0.860444217,0.867359011
75,5102400,116,51-690,MARTINSVILLE CITY PBLC SCHS,1930,139.1,5,Town,13.9,0.035,0.046,1930.0,57.6,158.2,306.3,0.6,12339.5,0.205181347,0.195640617,0.0,0.012048193,0.63935743,0.125301205,0.0,0.071485944,0.151807229,0.0,0.0,0.0,0.071485944,0.151807229,0.0,0.0,0.634529148,0.139013453,0.0,0.068759342,0.157698057,0.86,,0.84,1.0,0.86,0.87,,0.82,1.0,0.94,0.87,,0.88,1.0,0.85,0.9,,0.88,0.87,0.95,0.95,,0.96,0.94,0.88,0.06,,0.07,0.0,0.08,0.07,,0.09,0.0,0.03,0.05,,0.04,0.0,0.08,0.07,,0.08,0.13,0.05,0.03,,0.01,0.06,0.08,0.307,0.542,0.153,0.239,5.7,44.0,44.5,0.4,1.0,0.1,0.5,3.9,163.0,0.028712348,76.0,0.032604033,1608.0,0.002395873,0.183673469,0.24,36.6752,-79.8521,0.794818653,0.804359383
76,5102430,57,51-115,MATHEWS CO PBLC SCHS,1008,93.4,3,Rural,10.8,0.056,0.019,1008.0,129.2,157.5,234.4,0.333,12239.66667,0.821428571,0.81223176,0.0,0.0,0.131147541,0.055327869,0.0,0.100409836,0.713114754,0.0,0.0,0.0,0.100409836,0.713114754,0.0,0.0,0.134490239,0.04989154,0.0,0.093275488,0.722342733,0.96,,1.0,,0.97,0.92,,,,0.91,0.94,,,,0.95,0.9,,,,0.91,0.95,,1.0,,0.95,0.01,,0.0,,0.01,0.05,,,,0.05,0.04,,,,0.04,0.06,,,,0.05,0.03,,0.0,,0.03,0.175,0.5,0.325,0.114,2.5,85.7,8.8,0.0,0.6,0.0,0.0,2.3,22.0,0.003875286,12.0,0.005148005,599.0,0.000892493,0.234256927,0.178082192,37.435853,-76.328083,0.178571429,0.18776823999999998
77,5102460,58,51-117,MECKLENBURG CO PBLC SCHS,4199,339.6,9,Rural,12.4,0.037,0.066,1399.7,276.2,161.5,1615.0,0.444,12149.625,0.470630202,0.473491327,0.0,0.004944376,0.559126494,0.055212196,0.0,0.06592501,0.314791924,0.0,0.0,0.0,0.06592501,0.314791924,0.0,0.0,0.547068538,0.054500413,0.0,0.063170933,0.335260116,0.91,,0.85,,0.95,0.93,,0.91,1.0,0.95,0.89,,0.88,1.0,0.89,0.9,,0.9,0.9,0.9,0.92,,0.93,0.92,0.89,0.04,,0.06,,0.03,0.04,,0.06,0.0,0.02,0.05,,0.06,0.0,0.04,0.06,,0.05,0.1,0.07,0.05,,0.02,0.08,0.08,0.242,0.596,0.163,0.19,3.0,60.0,35.4,0.6,0.1,0.0,0.1,0.9,93.0,0.016381892,67.0,0.028743029,2318.0,0.003453753,0.299382716,0.337209302,36.664666,-78.412128,0.529369799,0.526508674
