,ncesdistid,div_num,fips,lea_name_19_20,students_19_20,teachers_19_20,schools_19_20,locale_19_20,student_teacher_ratio_19_20,inexperienced_teachers_19_20,out_of_field_teachers_19_20,student_psychologists_ratio_19_20,student_support_staff_ratio_19_20,student_counselors_ratio_19_20,student_librarians_media_specialists_ratio_19_20,percent_title1_schools_19_20,dist_pp_19,student_white 19_20,student_white_20_21,disadv_native_19_20,disadv_asian_19_20,disadv_black_19_20,disadv_hisp_19_20,disadv_api_19_20,disadv_multi_19_20,disadv_white_19_20,disadv_native_20_21,disadv_asian_20_21,disadv_api_19_20.1,disadv_multi_19_20.1,disadv_white_19_20.1,disadv_native_20_21.1,disadv_asian_20_21.1,disadv_black_20_21,disadv_hisp_20_21,disadv_api_20_21,disadv_multi_20_21,disadv_white_20_21,2016allgrad,2016asiangrad,2016blackgrad,2016hispanicgrad,2016whitegrad,2017allgrad,2017asiangrad,2017blackgrad,2017hispanicgrad,2017whitegrad,2018allgrad,2018asiangrad,2018blackgrad,2018hispanicgrad,2018whitegrad,2019allgrad,2019asiangrad,2019blackgrad,2019hispanicgrad,2019whitegrad,2020allgrad,2020asiangrad,2020blackgrad,2020hispanicgrad,2020whitegrad,2016alldrop,2016asiandrop,2016blackdrop,2016hispanicdrop,2016whitedrop,2017alldrop,2017asiandrop,2017blackdrop,2017hispanicdrop,2017whitedrop,2018alldrop,2018asiandrop,2018blackdrop,2018hispanicdrop,2018whitedrop,2019alldrop,2019asiandrop,2019blackdrop,2019hispanicdrop,2019whitedrop,2020alldrop,2020asiandrop,2020blackdrop,2020hispanicdrop,2020whitedrop,adult_earn_low,adult_earn_mid,adult_earn_high,total_poverty,tot_pop_hisp,tot_pop_hisp,tot_pop_black,tot_pop_native,tot_pop_asian,tot_pop_api,tot_pop_other,tot_pop_multi,hosps_2021_05,tot_hosps_proportion,deaths_2021_05,tot_deaths_proportion,cases_2021_05,tot_cases_proportion,1920_enrollrate,2021_enrollrate,LAT,LON,student_bipoc_1920,student_bipoc_2021
105,5103300,124,51-770,ROANOKE CITY PBLC SCHS,14039,899.9,26,City,15.6,0.103,0.008,1613.7,138.6,167.3,245.9,0.731,12768.04167,0.336749947,0.322073048,4.12e-07,0.036295369,0.525281602,0.135294118,0.0,0.058573217,0.241927409,0.003116041,0.038264988,0.0,0.058573217,0.241927409,0.003116041,0.038264988,0.51427147,0.149445345,0.0,0.057584445,0.237317712,0.87,0.85,0.87,0.91,0.88,0.9,0.9,0.9,0.97,0.88,0.9,0.96,0.86,0.97,0.92,0.9,0.96,0.89,0.87,0.91,0.88,0.94,0.9,0.75,0.9,0.1,0.05,0.11,0.07,0.12,0.1,0.1,0.1,0.03,0.11,0.08,0.04,0.12,0.03,0.06,0.08,0.0,0.09,0.1,0.07,0.11,0.06,0.09,0.24,0.09,0.255,0.561,0.183,0.20800000000000002,6.3,58.5,28.1,0.2,2.9,0.0,0.3,3.7,252.0,0.044389642,192.0,0.082368082,8489.0,0.012648364,0.279928315,0.292809489,37.2834,-79.9401,0.663250054,0.677926953
106,5103370,81,51-163,ROCKBRIDGE CO PBLC SCHS,2819,217.2,6,Town,13.0,0.033,0.011,939.7,71.9,165.8,254.0,0.667,12332.0,0.862007804,0.861674659,0.0,0.0,0.054794521,0.064383562,0.0,0.060958904,0.819863014,0.0,0.0,0.0,0.060958904,0.819863014,0.0,0.0,0.05394525,0.066827697,0.0,0.064412238,0.814814815,0.91,,,0.91,0.91,0.91,,0.9,,0.91,0.91,,0.81,,0.91,0.91,,0.92,0.92,0.9,0.9,,,0.87,0.91,0.08,,,0.09,0.08,0.07,,0.0,,0.08,0.06,,0.13,,0.06,0.06,,0.08,0.08,0.06,0.06,,,0.13,0.05,0.184,0.563,0.253,0.142,1.9,92.2,3.3,0.4,0.7,0.0,0.2,1.4,53.0,0.009335917,46.0,0.01973402,1553.0,0.002313925,0.367673179,0.434137291,37.76206,-79.552341,0.137992197,0.138325341
107,5103390,82,51-165,ROCKINGHAM CO PBLC SCHS,11911,787.0,23,Rural,15.1,0.038,0.013,1985.2,135.4,165.9,145.6,0.478,11325.17391,0.763581489,0.749251365,2.48933e-06,0.011742504,0.028517509,0.299643531,0.0,0.046760327,0.607674565,0.004081633,0.012965186,0.0,0.046760327,0.607674565,0.004081633,0.012965186,0.030732293,0.293877551,0.0,0.059783914,0.598559424,0.94,,1.0,0.9,0.95,0.95,,0.91,0.9,0.96,0.94,1.0,0.9,0.92,0.95,0.94,,0.87,0.89,0.95,0.94,1.0,0.95,0.88,0.96,0.05,,0.0,0.1,0.04,0.04,,0.09,0.08,0.03,0.04,0.0,0.1,0.07,0.04,0.04,,0.09,0.1,0.04,0.03,0.0,0.0,0.11,0.02,0.158,0.608,0.235,0.08800000000000001,6.9,88.7,2.3,0.3,0.7,0.1,0.1,0.9,387.0,0.068169808,107.0,0.045903046,6778.0,0.010099023,0.391792657,0.378551787,38.466,-78.8544,0.23641850999999997,0.250748635
108,5103420,83,51-167,RUSSELL CO PBLC SCHS,3715,267.0,13,Rural,13.9,0.062,0.015,3715.0,275.2,142.9,206.4,0.615,9910.909091,0.973889637,0.972691441,0.0,0.0,0.006501951,0.014737755,0.0,0.005635024,0.973125271,0.0,0.0,0.0,0.005635024,0.973125271,0.0,0.0,0.00808369,0.015216358,0.0,0.005230623,0.97146933,0.93,,,,0.93,0.91,,,,0.91,0.9,,,,0.9,0.92,,,,0.92,0.93,,,,0.94,0.04,,,,0.03,0.03,,,,0.03,0.05,,,,0.05,0.06,,,,0.06,0.04,,,,0.04,0.20800000000000002,0.621,0.171,0.21100000000000002,1.2,96.7,1.0,0.2,0.0,0.0,0.0,0.9,130.0,0.022899419,38.0,0.016302016,2288.0,0.003409054,0.302325581,0.305895439,36.900939,-82.05765,0.026110363,0.027308559000000003
109,5103460,139,51-775,SALEM CITY PBLC SCHS,3926,260.9,6,Suburb,15.0,0.016,0.061,1308.7,306.7,215.7,490.8,0.333,10448.66667,0.726948548,0.713949843,0.0,0.028263795,0.251682369,0.123822342,0.0,0.056527591,0.539703903,0.0,0.026126715,0.0,0.056527591,0.539703903,0.0,0.026126715,0.236446767,0.128674069,0.0,0.053559765,0.555192685,0.95,,0.97,0.9,0.95,0.94,,0.83,0.9,0.96,0.97,,0.92,,0.97,0.95,,0.91,0.85,0.97,0.94,1.0,0.85,0.87,0.96,0.04,,0.03,0.1,0.04,0.04,,0.17,0.1,0.03,0.02,,0.03,,0.02,0.02,,0.06,0.08,0.01,0.04,0.0,0.09,0.13,0.02,0.168,0.574,0.256,0.091,3.3,85.3,6.6,0.1,1.7,0.1,0.3,2.7,72.0,0.012682755,49.0,0.021021021,2174.0,0.003239197,0.234203875,0.255772647,37.2879,-80.0531,0.273051452,0.28605015699999997
110,5103480,84,51-169,SCOTT CO PBLC SCHS,3512,240.2,14,Suburb,14.6,0.022,0.074,3512.0,150.7,175.6,209.0,0.643,10023.76923,0.951309795,0.950254381,0.0,0.0,0.00929692,0.037768739,0.0,0.016850668,0.936083672,0.0,0.0,0.0,0.016850668,0.936083672,0.0,0.0,0.008786848,0.02324263,0.0,0.015589569,0.952380952,0.95,,,,0.95,0.94,,,,0.95,0.95,,,,0.95,0.94,,,,0.94,0.96,,,,0.97,0.05,,,,0.04,0.04,,,,0.04,0.04,,,,0.04,0.04,,,,0.04,0.04,,,,0.03,0.21899999999999997,0.601,0.18100000000000002,0.155,1.4,96.6,0.6,0.4,0.3,0.0,0.0,0.7,128.0,0.02254712,57.0,0.024453024,1849.0,0.002754956,0.398981324,0.466410749,36.641274,-82.575996,0.048690205,0.049745619
111,5103510,85,51-171,SHENANDOAH CO PBLC SCHS,6002,445.8,10,Town,13.5,0.038,0.036,2000.7,107.4,166.7,366.0,0.3,11102.55556,0.769448609,0.758190328,4.38875e-06,0.006349206,0.041975309,0.248324515,0.0,0.052204586,0.647619048,0.0,0.006646726,0.0,0.052204586,0.647619048,0.0,0.006646726,0.046527085,0.244599535,0.0,0.050847458,0.651379196,0.95,,,0.86,0.97,0.96,,1.0,0.95,0.97,0.97,,1.0,0.89,0.98,0.95,,0.94,0.86,0.97,0.98,,0.95,0.97,0.98,0.03,,,0.11,0.01,0.02,,0.0,0.05,0.02,0.02,,0.0,0.07,0.02,0.03,,0.0,0.14,0.01,0.01,,0.05,0.01,0.01,0.19699999999999998,0.584,0.218,0.115,7.2,87.6,1.8,0.1,0.9,0.0,0.1,2.2,218.0,0.038400564,133.0,0.057057057,4347.0,0.006476904,0.353297953,0.375909458,38.8888,-78.4997,0.23055139,0.24180967299999997
112,5103520,86,51-173,SMYTH CO PBLC SCHS,4268,309.5,14,Rural,13.8,0.022,0.072,2134.0,76.1,190.5,201.3,0.5,10084.23077,0.934410869,0.928953771,0.0,0.0,0.02721425,0.036120732,0.0,0.0108857,0.925779317,0.0,0.0,0.0,0.0108857,0.925779317,0.0,0.0,0.02642369,0.044191344,0.0,0.010933941,0.918451025,0.95,,,1.0,0.95,0.95,,1.0,,0.94,0.95,,,,0.95,0.95,,,0.91,0.95,0.97,,,,0.96,0.04,,,0.0,0.04,0.03,,0.0,,0.03,0.03,,,,0.03,0.02,,,0.09,0.02,0.03,,,,0.03,0.253,0.627,0.121,0.18899999999999997,2.0,94.1,2.1,0.4,0.7,0.1,0.0,0.6,204.0,0.035934472,93.0,0.03989704,2969.0,0.004423724,0.258636788,0.306547619,36.83318,-81.512919,0.065589132,0.07104622799999999
113,5103600,87,51-175,SOUTHAMPTON CO PBLC SCHS,2803,180.4,7,Rural,15.5,0.098,0.187,2803.0,101.9,155.7,467.2,0.429,10295.33333,0.550481627,0.543295019,0.0,0.0,0.584150943,0.014339623,0.0,0.041509434,0.36,0.0,0.0,0.0,0.041509434,0.36,0.0,0.0,0.591836735,0.016156463,0.0,0.034863946,0.357142857,0.87,,0.81,,0.91,0.89,,0.88,,0.9,0.87,,0.84,,0.89,0.9,,0.85,,0.94,0.93,,0.92,,0.94,0.07,,0.08,,0.06,0.06,,0.07,,0.07,0.08,,0.13,,0.04,0.07,,0.12,,0.03,0.03,,0.03,,0.03,0.153,0.5529999999999999,0.294,0.09,1.7,61.0,31.9,0.6,0.2,0.0,0.3,4.2,54.0,0.009512066,56.0,0.024024024,1980.0,0.002950143,0.35359116,0.455142232,36.728708,-77.072659,0.449518372,0.45670498200000004
114,5103640,88,51-177,SPOTSYLVANIA CO PBLC SCHS,23882,1417.5,34,Suburb,16.8,0.195,0.056,2076.7,44.8,188.0,274.5,0.265,10988.48276,0.528220577,0.498003126,1.53e-07,0.02571834,0.250088684,0.279443065,0.001596311,0.078840014,0.36236254,0.001912816,0.027383469,0.001596311,0.078840014,0.36236254,0.001912816,0.027383469,0.249471459,0.299909393,0.001912816,0.083459176,0.335950871,0.9,0.93,0.87,0.88,0.91,0.9,0.91,0.89,0.82,0.93,0.91,0.98,0.91,0.82,0.93,0.93,0.97,0.9,0.85,0.96,0.91,0.96,0.91,0.8,0.94,0.06,0.05,0.06,0.1,0.05,0.06,0.06,0.07,0.15,0.04,0.06,0.0,0.06,0.16,0.04,0.04,0.01,0.04,0.14,0.01,0.05,0.0,0.04,0.15,0.03,0.11800000000000001,0.47100000000000003,0.41200000000000003,0.07,9.8,68.1,15.7,0.3,2.3,0.1,0.4,3.4,317.0,0.055839352,120.0,0.051480051,10078.0,0.015015928,0.377796539,0.386234477,38.180684,-77.51768,0.471779423,0.501996876
115,5103660,89,51-179,STAFFORD CO PBLC SCHS,30086,1769.3,34,Suburb,17.0,0.314,0.066,2005.7,218.5,204.9,354.0,0.235,9783.6,0.462383798,0.443816976,4.01e-07,0.048996584,0.288428693,0.32440222,0.003309137,0.086037575,0.24530316,0.002933627,0.050605061,0.003309137,0.086037575,0.24530316,0.002933627,0.050605061,0.279336267,0.336358636,0.003025303,0.082324899,0.245416208,0.93,0.95,0.92,0.87,0.94,0.94,0.96,0.92,0.92,0.96,0.95,0.96,0.94,0.93,0.95,0.94,0.96,0.96,0.89,0.94,0.95,0.98,0.94,0.93,0.96,0.04,0.02,0.04,0.11,0.03,0.03,0.01,0.03,0.04,0.02,0.04,0.04,0.04,0.06,0.03,0.04,0.04,0.03,0.1,0.03,0.03,0.0,0.04,0.06,0.02,0.1,0.379,0.521,0.044000000000000004,13.0,61.6,17.2,0.3,3.2,0.1,0.2,4.5,362.0,0.063766074,79.0,0.033891034,11361.0,0.016927561,0.369650415,0.385547786,38.42423,-77.406611,0.537616202,0.556183025
116,5103690,126,51-790,STAUNTON CITY PBLC SCHS,2737,177.8,6,City,15.4,0.112,0.015,1368.5,113.1,248.8,238.0,0.5,11029.0,0.629291454,0.630609896,0.0,0.0,0.227703985,0.077798861,0.0,0.157495256,0.537001898,0.0,0.008787346,0.0,0.157495256,0.537001898,0.0,0.008787346,0.210017575,0.079086116,0.0,0.166080844,0.53602812,0.91,,0.89,,0.91,0.89,,0.84,,0.91,0.9,,0.95,0.82,0.88,0.91,,0.98,0.85,0.9,0.92,,0.94,1.0,0.92,0.05,,0.06,,0.05,0.07,,0.03,,0.07,0.05,,0.02,0.18,0.05,0.05,,0.02,0.08,0.06,0.02,,0.0,0.0,0.02,0.179,0.599,0.223,0.111,3.1,81.1,11.0,0.3,1.4,0.1,0.1,2.9,84.0,0.014796547,71.0,0.03045903,2527.0,0.003765157,0.247232472,0.198254364,38.1493,-79.074,0.370708546,0.369390104
117,5103710,127,51-800,SUFFOLK CITY PBLC SCHS,14322,995.2,22,Suburb,14.4,0.02,0.032,2864.4,136.0,188.4,596.8,0.409,10407.36842,0.315087621,0.297065398,0.0,0.012602579,0.704279015,0.052168816,0.0,0.052461899,0.178487691,0.00262085,0.012813046,0.0,0.052461899,0.178487691,0.00262085,0.012813046,0.711415259,0.05416424,0.0,0.055329062,0.163657542,0.87,0.75,0.86,0.91,0.89,0.87,0.86,0.84,0.89,0.93,0.87,1.0,0.86,0.88,0.88,0.9,1.0,0.88,0.92,0.94,0.87,1.0,0.85,0.85,0.9,0.08,0.08,0.09,0.07,0.07,0.08,0.07,0.1,0.11,0.04,0.07,0.0,0.09,0.1,0.03,0.04,0.0,0.06,0.04,0.02,0.06,0.0,0.08,0.1,0.04,0.11599999999999999,0.532,0.35100000000000003,0.10400000000000001,4.4,49.3,41.0,0.2,1.9,0.0,0.1,3.1,452.0,0.079619517,191.0,0.081939082,7948.0,0.01184229,0.251558603,0.334231806,36.728235,-76.582935,0.68491238,0.7029346030000001
118,5103750,90,51-181,SURRY CO PBLC SCHS,738,79.0,3,Rural,9.3,0.021,0.083,738.0,45.8,123.0,184.5,0.667,20402.33333,0.395663957,0.388807069,0.0,0.0,0.638248848,0.0,0.0,0.048387097,0.313364055,0.0,0.0,0.0,0.048387097,0.313364055,0.0,0.0,0.616252822,0.022573363,0.0,0.036117381,0.325056433,0.96,,0.98,,0.93,0.88,,0.93,,0.81,0.94,,0.95,,0.9,0.94,,0.98,,0.85,0.93,,0.98,,0.93,0.04,,0.03,,0.07,0.03,,0.0,,0.08,0.06,,0.05,,0.1,0.03,,0.0,,0.1,0.02,,0.0,,0.0,0.191,0.522,0.289,0.159,0.6,52.6,44.4,0.0,0.2,0.0,0.1,2.0,21.0,0.003699137,9.0,0.003861004,424.0,0.000631748,0.323353293,0.298136646,37.133858,-76.834873,0.604336044,0.611192931
119,5103780,91,51-183,SUSSEX CO PBLC SCHS,1091,92.6,3,Rural,11.8,0.149,0.04,1091.0,545.5,121.2,242.4,0.667,16809.33333,0.215525114,0.209569378,0.0,0.0,0.782692308,0.032692308,0.0,0.0,0.184615385,0.0,0.0,0.0,0.0,0.184615385,0.0,0.0,0.76012966,0.034035656,0.0,0.021069692,0.184764992,0.9,,0.94,,0.74,0.9,,0.91,,0.89,0.89,,0.91,,0.83,0.82,,0.85,,0.71,0.87,,0.88,,0.83,0.06,,0.03,,0.16,0.03,,0.03,,0.05,0.04,,0.03,,0.08,0.1,,0.1,,0.12,0.09,,0.07,,0.17,0.19899999999999998,0.635,0.166,0.131,3.0,38.3,54.9,0.0,1.3,0.0,0.1,2.4,48.0,0.00845517,21.0,0.009009009,1193.0,0.001777535,0.33490566,0.326923077,36.920741,-77.257769,0.784474885,0.7904306220000001
120,5103810,92,51-185,TAZEWELL CO PBLC SCHS,5585,351.0,14,Town,15.9,0.082,0.037,2792.5,58.2,214.8,446.8,0.5,8637.461538,0.927305282,0.926730486,0.0,0.004801097,0.037379973,0.010973937,0.0,0.039780521,0.907064472,0.0,0.003920171,0.0,0.039780521,0.907064472,0.0,0.003920171,0.038132573,0.012829651,0.0,0.037063436,0.90805417,0.92,,,,0.92,0.89,,0.91,,0.89,0.89,,0.88,,0.89,0.92,,0.73,,0.93,0.94,,,,0.95,0.04,,,,0.04,0.07,,0.0,,0.07,0.07,,0.12,,0.07,0.05,,0.18,,0.05,0.03,,,,0.03,0.19399999999999998,0.612,0.193,0.175,1.0,93.9,3.1,0.2,0.6,0.1,0.0,1.0,165.0,0.029064647,71.0,0.03045903,3665.0,0.005460744,0.327881041,0.304415182,37.128753,-81.527598,0.072694718,0.07326951400000001
121,5103840,128,51-810,VA BEACH CITY PBLC SCHS,68706,4244.5,87,City,16.2,0.037,0.004,1779.9,158.5,172.0,227.4,0.195,11464.2561,0.47665415,0.461561909,3.08e-08,0.05326509,0.383692199,0.158065655,0.003494529,0.10938934,0.289622309,0.002519732,0.055582317,0.003494529,0.10938934,0.289622309,0.002519732,0.055582317,0.384666691,0.156482751,0.003964872,0.111349909,0.285433727,0.91,0.97,0.88,0.9,0.92,0.92,0.97,0.9,0.88,0.93,0.93,0.98,0.9,0.93,0.95,0.94,0.97,0.92,0.91,0.94,0.94,0.98,0.92,0.92,0.95,0.05,0.01,0.06,0.06,0.04,0.04,0.02,0.06,0.08,0.03,0.04,0.02,0.06,0.06,0.03,0.03,0.02,0.04,0.06,0.02,0.03,0.01,0.04,0.05,0.02,0.153,0.527,0.322,0.073,8.2,61.7,18.4,0.2,6.6,0.1,0.2,4.6,1638.0,0.288532676,403.0,0.172887173,36025.0,0.053676205,0.30406524,0.324359475,36.750911,-76.060555,0.523345852,0.53843809
122,5103870,93,51-187,WARREN CO PBLC SCHS,5372,372.1,9,Town,14.4,0.167,0.011,1790.7,134.3,179.1,298.4,0.444,10417.11111,0.778831845,0.767248062,8.73249e-06,0.008429459,0.086956522,0.121118012,0.0,0.097160603,0.681898847,0.0,0.010968921,0.0,0.097160603,0.681898847,0.0,0.010968921,0.090493601,0.122943327,0.0,0.097806216,0.677787934,0.93,,0.91,0.91,0.94,0.94,,0.85,0.93,0.94,0.94,,1.0,0.97,0.94,0.95,1.0,0.96,0.82,0.96,0.97,,1.0,0.91,0.98,0.04,,0.03,0.04,0.03,0.03,,0.08,0.07,0.03,0.03,,0.0,0.0,0.03,0.03,0.0,0.0,0.14,0.02,0.02,,0.0,0.09,0.01,0.139,0.526,0.33299999999999996,0.099,4.6,86.8,4.2,0.1,1.1,0.0,0.2,3.0,114.0,0.020081029,58.0,0.024882025,3029.0,0.004513122,0.332258065,0.340163934,38.92217,-78.191891,0.221168154,0.232751938
123,5103900,94,51-191,WASHINGTON CO PBLC SCHS,7050,496.6,16,Rural,14.2,0.021,0.016,2350.0,36.5,227.4,293.8,0.438,10317.66667,0.926829268,0.923372781,0.0,0.008846658,0.015727392,0.043577982,0.0,0.028833552,0.903014417,0.0,0.009336845,0.0,0.028833552,0.903014417,0.0,0.009336845,0.015082595,0.03854441,0.0,0.028489346,0.908546804,0.97,,,,0.97,0.94,,,1.0,0.93,0.94,,,0.85,0.95,0.94,,,0.92,0.94,0.96,,,0.93,0.97,0.02,,,,0.02,0.04,,,0.0,0.04,0.03,,,0.1,0.03,0.03,,,0.04,0.02,0.02,,,0.07,0.01,0.185,0.602,0.213,0.146,1.5,95.3,1.3,0.0,0.6,0.0,0.1,1.1,424.0,0.074687335,110.0,0.047190047,4953.0,0.007379826,0.343446602,0.34401025,36.72211,-81.954421,0.073170732,0.07662722
124,5103930,130,51-820,WAYNESBORO CITY PBLC SCHS,2961,191.7,7,Suburb,15.4,0.075,0.008,1480.5,115.2,164.5,722.2,0.286,11234.0,0.53698075,0.514756349,0.0,0.007853403,0.215968586,0.22447644,0.0,0.126963351,0.42473822,0.0,0.010545906,0.0,0.126963351,0.42473822,0.0,0.010545906,0.218362283,0.248759305,0.0,0.122208437,0.40012407,0.83,,0.74,0.83,0.85,0.88,,0.83,0.83,0.89,0.83,,0.83,0.76,0.85,0.88,,0.84,0.88,0.9,0.86,,0.84,0.8,0.86,0.07,,0.15,0.1,0.05,0.06,,0.05,0.13,0.05,0.08,,0.05,0.24,0.06,0.07,,0.09,0.06,0.05,0.09,,0.08,0.16,0.08,0.20600000000000002,0.594,0.19899999999999998,0.168,8.1,75.1,13.4,0.4,1.1,0.3,0.0,1.6,73.0,0.012858904,38.0,0.016302016,2383.0,0.003550601,0.279034691,0.324031008,38.0682,-78.8951,0.46301925000000005,0.485243654
125,5103950,207,,WEST POINT PBLC SCHS,802,62.7,2,Town,12.8,0.014,0.058,inf,286.4,133.7,229.1,0.5,15213.5,0.711970075,0.697761194,0.0,0.0,0.218978102,0.102189781,0.0,0.178832117,0.5,0.0,0.0,0.0,0.178832117,0.5,0.0,0.0,0.227758007,0.113879004,0.0,0.15658363,0.501779359,0.98,,,,0.97,0.97,,,,1.0,0.97,,,,0.96,0.97,,,,0.98,0.97,,,,0.98,0.02,,,,0.03,0.01,,,,0.0,0.01,,,,0.02,0.02,,,,0.0,0.03,,,,0.02,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0,,0.0,,,37.538779,-76.800279,0.288029925,0.302238805
126,5103980,95,51-193,WESTMORELAND CO PBLC SCHS,1603,127.9,4,Rural,12.5,0.055,0.082,1603.0,69.7,160.3,262.8,0.5,13148.0,0.388022458,0.377906977,0.0,0.0,0.440789474,0.185150376,0.0,0.068609023,0.305451128,0.0,0.0,0.0,0.068609023,0.305451128,0.0,0.0,0.443125618,0.181998022,0.0,0.084075173,0.290801187,0.9,,0.88,1.0,0.89,0.93,,0.93,,0.91,0.93,,0.94,0.91,0.92,0.93,,0.95,0.8,0.96,0.97,,0.98,0.93,0.98,0.05,,0.04,0.0,0.07,0.05,,0.05,,0.05,0.03,,0.02,0.0,0.04,0.03,,0.02,0.1,0.02,0.02,,0.02,0.07,0.0,0.212,0.47200000000000003,0.316,0.149,6.5,63.9,25.9,0.5,0.6,0.0,0.1,2.5,77.0,0.013563502,26.0,0.011154011,1293.0,0.001926533,0.230434783,0.254901961,38.09177,-76.805621,0.611977542,0.622093023
127,5104020,131,,WILLIAMSBURG-JAMES CITY PBLC SCHS,11639,736.9,16,Suburb,15.8,0.027,0.013,1662.7,80.7,168.7,332.5,0.438,12108.1875,0.57450233,0.553891679,2.18119e-06,0.019038321,0.347571394,0.253600195,0.0,0.097144252,0.278984623,0.004062127,0.022700119,0.0,0.097144252,0.278984623,0.004062127,0.022700119,0.331182796,0.252807646,0.0,0.099641577,0.289605735,0.92,0.95,0.88,0.77,0.94,0.92,1.0,0.9,0.84,0.93,0.92,0.95,0.89,0.83,0.94,0.93,0.97,0.91,0.78,0.95,0.91,0.97,0.91,0.76,0.95,0.04,0.0,0.06,0.14,0.03,0.03,0.0,0.05,0.11,0.02,0.03,0.0,0.03,0.09,0.02,0.04,0.0,0.04,0.19,0.02,0.04,0.0,0.06,0.18,0.01,0.315,0.9159999999999999,0.77,0.28,12.9,143.3,27.9,0.4,8.9,0.0,0.6,6.0,183.0,0.032235336,85.0,0.036465036,5384.0,0.008022004,,,37.2903,-76.7261,0.42549766999999994,0.446108322
128,5104050,132,51-840,WINCHESTER CITY PBLC SCHS,4387,343.3,7,City,12.8,0.024,0.044,1096.8,137.1,217.2,315.6,0.571,12881.28571,0.392759563,0.378074491,9.45446e-06,0.01209534,0.129491284,0.52757026,0.0,0.085378869,0.237993597,0.0056899,0.013513514,0.0,0.085378869,0.237993597,0.0056899,0.013513514,0.130156472,0.527027027,0.0,0.091394026,0.232219061,0.91,,0.79,0.8,0.97,0.93,,0.91,0.92,0.94,0.89,,0.91,0.86,0.9,0.89,,0.93,0.85,0.92,0.89,,0.84,0.85,0.94,0.05,,0.15,0.12,0.01,0.05,,0.06,0.08,0.03,0.07,,0.05,0.13,0.06,0.07,,0.02,0.13,0.04,0.07,,0.08,0.12,0.02,0.179,0.55,0.271,0.163,17.8,66.0,10.0,0.2,2.1,0.0,0.0,3.9,119.0,0.020961776,46.0,0.01973402,2909.0,0.004334326,0.175066313,0.209427609,39.1852,-78.1684,0.6072404370000001,0.621925509
129,5104080,96,51-195,WISE CO PBLC SCHS,5631,399.6,13,Town,14.1,0.041,0.0,1877.0,140.4,187.7,1126.2,0.385,8715.272727,0.948545067,0.945326597,0.0,0.0,0.026766917,0.013233083,0.0,0.02075188,0.93924812,0.0,0.0,0.0,0.02075188,0.93924812,0.0,0.0,0.023341114,0.014004668,0.0,0.021340447,0.941313771,0.94,,,,0.94,0.96,,,,0.96,0.96,,,,0.96,0.99,,,,0.99,0.98,,,,0.98,0.05,,,,0.05,0.03,,,,0.03,0.03,,,,0.03,0.01,,,,0.01,0.01,,,,0.01,0.248,0.5920000000000001,0.161,0.221,1.2,91.5,5.3,0.1,0.4,0.0,0.0,1.4,166.0,0.029240796,99.0,0.042471042,3228.0,0.004809626,0.282103825,0.239160839,36.980836,-82.568767,0.051454932,0.054673401999999996
130,5104110,97,51-197,WYTHE CO PBLC SCHS,3982,271.1,13,Rural,14.7,0.034,0.071,3982.0,517.1,163.2,252.0,0.462,10139.91667,0.920140633,0.914981856,0.0,0.0,0.053873781,0.018984094,0.0,0.029245767,0.897896357,0.0,0.0,0.0,0.029245767,0.897896357,0.0,0.0,0.047395833,0.0296875,0.0,0.036979167,0.8859375,0.92,,0.58,,0.93,0.91,,0.76,,0.92,0.93,,0.81,,0.94,0.96,,0.94,,0.96,0.94,,1.0,,0.93,0.08,,0.33,,0.07,0.06,,0.12,,0.05,0.05,,0.06,,0.04,0.02,,0.06,,0.01,0.05,,0.0,,0.05,0.23800000000000002,0.608,0.153,0.14800000000000002,1.3,93.8,2.9,0.2,0.4,0.0,0.0,1.4,156.0,0.027479302,79.0,0.033891034,2664.0,0.003969283,0.255919854,0.27962963,36.9418,-81.1035,0.079859367,0.08501814399999999
131,5104150,98,51-199,YORK CO PBLC SCHS,12978,827.2,19,Suburb,15.7,0.028,0.018,1622.2,72.2,204.4,360.5,0.158,10531.84211,0.591095267,0.571245597,0.0,0.053619303,0.219839142,0.165884719,0.006367292,0.121313673,0.432975871,0.0,0.060813008,0.006367292,0.121313673,0.432975871,0.0,0.060813008,0.233495935,0.158048781,0.003577236,0.119674797,0.424390244,0.96,0.97,0.95,0.96,0.97,0.95,0.98,0.91,0.94,0.96,0.97,1.0,0.97,0.96,0.97,0.97,0.98,0.98,0.95,0.97,0.97,1.0,0.98,0.98,0.96,0.02,0.0,0.02,0.03,0.01,0.02,0.0,0.02,0.05,0.01,0.02,0.0,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.0,0.02,0.01,0.03,0.122,0.42700000000000005,0.451,0.049,6.4,70.7,12.8,0.2,5.5,0.2,0.4,3.6,70.0,0.012330456,54.0,0.023166023,3739.0,0.005571002,0.372392871,0.415327565,37.1629,-76.456721,0.40890473200000005,0.428754403
